step,acc,loss
0,0.0078125,4.7496514320373535
100,0.177734375,3.855994939804077
200,0.515625,2.042344808578491
300,0.736328125,1.071810245513916
400,0.822265625,0.6229604482650757
500,0.841796875,0.5919786691665649
600,0.896484375,0.3879822790622711
700,0.880859375,0.40004509687423706
800,0.89453125,0.35082685947418213
900,0.92578125,0.2977403998374939
1000,0.939453125,0.2161254584789276
1100,0.96484375,0.12969094514846802
1200,0.939453125,0.19968000054359436
1300,0.953125,0.2015857994556427
1400,0.953125,0.14888988435268402
1500,0.96484375,0.1399511843919754
1600,0.9609375,0.12555767595767975
1700,0.9453125,0.1695256233215332
1800,0.974609375,0.07475707679986954
1900,0.96484375,0.10497269034385681
2000,0.966796875,0.11023910343647003
2100,0.9765625,0.09633320569992065
2200,0.966796875,0.09908431023359299
2300,0.98046875,0.0699627622961998
2400,0.98046875,0.07095541805028915
2500,0.974609375,0.0906710997223854
2600,0.974609375,0.08903458714485168
2700,0.984375,0.0550924651324749
2800,0.970703125,0.08305437117815018
2900,0.978515625,0.07744888961315155
3000,0.982421875,0.06655578315258026
3100,0.974609375,0.08485235273838043
3200,0.9921875,0.04630836471915245
3300,0.978515625,0.06748022139072418
3400,0.970703125,0.09752677381038666
3500,0.98046875,0.07179798930883408
3600,0.9765625,0.06890065222978592
3700,0.986328125,0.049452632665634155
3800,0.970703125,0.09079290181398392
3900,0.98046875,0.06955570727586746
4000,0.98828125,0.05042592063546181
4100,0.982421875,0.05361861363053322
4200,0.984375,0.0580991692841053
4300,0.986328125,0.05747440829873085
4400,0.984375,0.048152390867471695
4500,0.982421875,0.04405513405799866
4600,0.982421875,0.04408906027674675
4700,0.984375,0.0693054273724556
4800,0.98828125,0.031245427206158638
4900,0.982421875,0.051714010536670685
5000,0.98046875,0.05089366436004639
5100,0.982421875,0.05425237491726875
5200,0.986328125,0.05965734273195267
5300,0.986328125,0.04899858683347702
5400,0.998046875,0.013822706416249275
5500,0.990234375,0.03736533597111702
5600,0.99609375,0.027430949732661247
5700,0.990234375,0.04447378218173981
5800,0.98828125,0.04368368536233902
5900,0.98828125,0.035292211920022964
6000,0.98828125,0.0385892279446125
6100,0.982421875,0.040761347860097885
6200,0.986328125,0.04774228483438492
6300,0.990234375,0.0407930351793766
6400,1.0,0.017328757792711258
6500,0.986328125,0.05022268369793892
6600,0.9921875,0.037985656410455704
6700,0.986328125,0.045466091483831406
6800,0.982421875,0.03271309658885002
6900,0.994140625,0.025644242763519287
7000,0.990234375,0.036137841641902924
7100,0.990234375,0.03137928619980812
7200,0.98828125,0.04541924223303795
7300,0.986328125,0.05331599339842796
7400,0.9921875,0.024183431640267372
7500,0.99609375,0.023591306060552597
7600,0.990234375,0.02533501572906971
7700,0.986328125,0.04411434754729271
7800,0.986328125,0.028645308688282967
7900,0.98828125,0.03725394234061241
8000,0.990234375,0.025293653830885887
8100,0.986328125,0.03718815743923187
8200,0.990234375,0.030475692823529243
8300,0.990234375,0.026923133060336113
8400,0.99609375,0.00987332221120596
8500,0.986328125,0.035543397068977356
8600,0.990234375,0.045983705669641495
8700,0.99609375,0.014043327420949936
8800,0.994140625,0.019962472841143608
8900,0.986328125,0.02598920837044716
9000,0.984375,0.04183584451675415
9100,0.990234375,0.03740370273590088
9200,0.99609375,0.011883152648806572
9300,0.99609375,0.0104841822758317
9400,0.98828125,0.03410009294748306
9500,0.986328125,0.03246700018644333
9600,0.990234375,0.019718892872333527
9700,0.99609375,0.020417531952261925
9800,0.998046875,0.008744814433157444
9900,0.9921875,0.025044746696949005
10000,0.99609375,0.012825122103095055
10100,0.99609375,0.02010297402739525
10200,0.994140625,0.012593342922627926
10300,0.990234375,0.022239036858081818
10400,0.986328125,0.031319644302129745
10500,0.998046875,0.009235546924173832
10600,1.0,0.0077364095486700535
10700,0.994140625,0.01575959473848343
10800,0.99609375,0.028170570731163025
10900,0.998046875,0.00983456987887621
11000,0.9921875,0.011758636683225632
11100,0.99609375,0.01505134254693985
11200,0.990234375,0.022701282054185867
11300,0.998046875,0.005744920577853918
11400,0.998046875,0.012634659186005592
11500,0.99609375,0.010106496512889862
11600,0.994140625,0.006243779323995113
11700,0.994140625,0.01008784119039774
11800,0.990234375,0.024256009608507156
11900,0.998046875,0.010080077685415745
12000,0.998046875,0.005137637257575989
12100,0.994140625,0.01515348069369793
12200,0.994140625,0.023486344143748283
12300,1.0,0.0043349964544177055
12400,1.0,0.003153037279844284
12500,0.99609375,0.008821751922369003
12600,1.0,0.001735127530992031
12700,0.998046875,0.01386100985109806
12800,0.998046875,0.007600449491292238
12900,0.9921875,0.010864034295082092
13000,0.998046875,0.005661042872816324
13100,0.99609375,0.015733622014522552
13200,0.99609375,0.014683479443192482
13300,0.998046875,0.004377423785626888
13400,0.99609375,0.0105917202308774
13500,1.0,0.001682961592450738
13600,0.998046875,0.012587538920342922
13700,1.0,0.0045300875790417194
13800,1.0,0.002648740541189909
13900,0.998046875,0.008515411987900734
14000,0.998046875,0.004626038949936628
14100,0.998046875,0.009951642714440823
14200,0.998046875,0.015299535356462002
14300,0.998046875,0.008294336497783661
14400,0.998046875,0.004761848598718643
14500,0.998046875,0.017381107434630394
14600,1.0,0.001105909002944827
14700,0.998046875,0.003939246758818626
14800,1.0,0.002418254967778921
14900,0.998046875,0.0062677497044205666
15000,0.99609375,0.005696067586541176
15100,0.998046875,0.012541054747998714
15200,1.0,0.0035783126950263977
15300,1.0,0.0007294414099305868
15400,0.998046875,0.008351222611963749
15500,1.0,0.002758214483037591
15600,0.998046875,0.008836310356855392
15700,0.9921875,0.017858628183603287
15800,1.0,0.00018018930859398097
15900,1.0,0.0037145446985960007
16000,1.0,0.0013443480711430311
16100,1.0,0.0001890519924927503
16200,1.0,0.0011841164669021964
16300,1.0,0.0023121044505387545
16400,1.0,0.0028522179927676916
16500,0.99609375,0.012347586452960968
16600,0.998046875,0.003319008508697152
16700,0.998046875,0.0028238112572580576
16800,0.99609375,0.00455645052716136
16900,1.0,0.001380643923766911
17000,0.998046875,0.0039666686207056046
17100,1.0,0.0014739279868081212
17200,0.994140625,0.013859360478818417
17300,1.0,0.001377597451210022
17400,0.998046875,0.008704622276127338
17500,1.0,0.0009900989243760705
17600,0.994140625,0.013934719376266003
17700,1.0,0.0018576477887108922
17800,0.998046875,0.0028629815205931664
17900,0.99609375,0.01074814423918724
18000,1.0,0.0004566202696878463
18100,0.994140625,0.02098081260919571
18200,0.998046875,0.002027825452387333
18300,1.0,0.0009056187700480223
18400,1.0,0.0002317640755791217
18500,1.0,0.0010105579858645797
18600,0.998046875,0.004724422935396433
18700,0.994140625,0.012187999673187733
18800,1.0,0.0005485883448272943
18900,1.0,0.0017224893672391772
19000,1.0,0.0001680542336544022
19100,1.0,0.0001379941968480125
19200,0.994140625,0.0044600567780435085
19300,1.0,0.0006983635248616338
19400,1.0,0.0002507797908037901
19500,1.0,0.00032301159808412194
19600,1.0,0.0018768017180263996
19700,1.0,0.001632576109841466
19800,1.0,0.0005058262613601983
19900,1.0,0.00047173892380669713
20000,0.998046875,0.003983889706432819
20100,1.0,0.00427530612796545
20200,1.0,0.0004826025979127735
20300,1.0,0.0016444344073534012
20400,1.0,0.0020101345144212246
20500,1.0,0.000662395847029984
20600,0.99609375,0.028102239593863487
20700,0.998046875,0.0022868553642183542
20800,1.0,0.0010866039665415883
20900,1.0,0.00026116330991499126
21000,1.0,0.0002245069481432438
21100,1.0,0.00037824874743819237
21200,1.0,0.00035200626007281244
21300,0.998046875,0.005499071441590786
21400,1.0,0.0014493572525680065
21500,1.0,0.00023362836509477347
21600,0.998046875,0.011088332161307335
21700,1.0,0.0018609464168548584
21800,1.0,0.002165877027437091
21900,1.0,0.0001684236922301352
22000,1.0,0.0012644072994589806
22100,0.998046875,0.025217978283762932
22200,0.998046875,0.006453030742704868
22300,0.998046875,0.0028333631344139576
22400,1.0,0.002549516037106514
22500,1.0,0.000459700939245522
22600,1.0,0.00012846103345509619
22700,1.0,0.00010962075612042099
22800,1.0,0.00010307296179234982
22900,1.0,0.00037594017339870334
23000,1.0,0.00227010203525424
23100,0.998046875,0.002008021343499422
23200,1.0,0.0005307159153744578
23300,1.0,0.0014981824206188321
23400,0.998046875,0.003984507638961077
23500,0.998046875,0.009483683854341507
23600,0.998046875,0.007427089381963015
23700,1.0,3.1648123695049435e-05
23800,0.998046875,0.011445862241089344
23900,0.99609375,0.00642640283331275
24000,1.0,0.00010416053555672988
24100,1.0,0.0004692660877481103
24200,0.998046875,0.003911495208740234
24300,1.0,0.00022340734722092748
24400,0.998046875,0.0025368696078658104
24500,1.0,0.00020218965073581785
24600,1.0,0.00019459011673461646
24700,0.998046875,0.0111199039965868
24800,0.998046875,0.0022476310841739178
24900,1.0,0.0010943578090518713
